TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Braking Phase,Propulsive Phase,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Impulse Ratio,Peak Braking Velocity,Takeoff Velocity,Peak Velocity,Avg. Relative Braking Power,Peak Relative Braking Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Avg. Braking Force,L|R Avg. Propulsive Force,L|R Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Peak Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,L|R Landing Impulse Index,mRSI
qQl9ovL2UJH1foSwBcXK,10/18/23,9:52:55,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,953.976,11.25196886,230.2942,-13.59055162,6014.7059,-6311.8045,2179,228.4125,173.2707,2176,228.098,0.304,0.204,0.33,0.838,121.0909,231.7344,1.9137,-1.2506,2.3682,2.5111,-12.4333,-15.2596,22.4144,43.9477,4273.71,-0.2112,3.3378,6.6015,-0.4482,6.4603,3105,325.4799,21.0306,6.4449,12.1147,0.3411
VfkcLtvNOoXzxPDvhygJ,10/18/23,9:52:47,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,954.333,9.984252288,216.9978,-12.79133899,4798.1221,-6069.8867,1972,206.6365,171.1074,1996,209.1513,0.271,0.213,0.321,0.805,110.3616,218.8051,1.9826,-1.1435,2.2306,2.401,-10.7333,-13.3522,20.9033,41.8301,4069.30,3.7953,3.7289,1.5656,7.3196,7.1893,3395,355.7458,-6.3328,-0.512,-1.0187,0.315
ieZMtmWdGEQSRv18ntPG,10/24/23,11:42:59,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,956.413,10.14173261,219.1758,-13.07480357,6270.8333,-6483.9357,2153,225.112,170.2926,2153,225.112,0.271,0.192,0.327,0.79,123.6132,220.9039,1.7871,-1.2761,2.2481,2.4368,-12.9716,-16.4884,21.6074,41.757,4071.05,-0.815,6.4574,7.1429,-1.6466,12.1218,3379,353.2993,24.2971,-32.3302,-48.8487,0.3261
YTwGKs0ZsZWuHKTd0ShQ,10/24/23,11:42:47,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,957.623,9.535433376,212.7898,-13.5314965,5364.0777,-5993.9455,2060,215.116,167.7875,2060,215.116,0.275,0.206,0.329,0.81,112.8797,214.5885,1.901,-1.1652,2.1798,2.3469,-11.3676,-13.8956,20.2087,39.8737,3892.35,9.838,11.4746,14.9321,17.8984,20.5817,2911,303.9818,20.1649,16.5586,N/A,0.299
EdOtGCwY98d3Bf53zEAR,10/24/23,9:02:27,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,954.529,11.7125988,235.0677,-14.88189024,8120.6897,-6272.5173,2371,248.3948,175.96,2365,247.7662,0.285,0.174,0.324,0.783,143.7495,236.0916,1.6424,-1.4783,2.4159,2.5708,-15.9519,-20.0386,23.7275,44.4094,4321.11,-2.3529,1.166,-4.8832,-4.5867,2.2908,3252,340.6916,6.3961,-6.098,N/A,0.3799
P3hBLAtL0sg0Ph3jtGgC,10/24/23,9:02:18,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,952.761,11.68897675,234.3914,-13.88582722,6578.125,-6268.4111,2211,232.0624,178.1392,2211,232.0624,0.277,0.192,0.316,0.785,127.6369,236.3475,1.8517,-1.3248,2.4134,2.5816,-13.3412,-16.736,23.8333,45.3529,4404.74,-1.3952,1.1858,-4.1964,-2.7413,2.3221,2847,298.8158,11.6965,6.5588,12.3173,0.3782
gw2dcBU0bm42xoBFs5yt,10/25/23,12:31:01,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,958.769,10.16535466,219.9569,-14.14566974,5432.8358,-5708.0356,2051,213.9201,167.1304,2046,213.3986,0.342,0.201,0.342,0.885,115.1909,221.1305,1.9197,-1.1811,2.2506,2.4525,-11.5641,-14.4028,21.0192,42.3557,4139.58,3.7812,6.9302,-9.1575,7.3291,12.9333,2583,269.408,23.8095,17.9771,30.4902,0.2917
ijwZyJh8DRp6la7jaRev,10/25/23,12:30:53,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,959.242,9.826771968,216.3934,-13.2401579,5295.5665,-6033.1264,2029,211.5212,169.062,2029,211.5212,0.31,0.203,0.328,0.841,122.8239,218.2896,1.7773,-1.266,2.213,2.3882,-12.3325,-15.8047,20.554,41.4522,4053.28,12.5187,12.0882,15.5349,22.2437,21.5671,3721,387.9105,13.3029,24.9384,39.9218,0.2968
kVWP20Zw43RHxDwPFULz,10/25/23,9:53:02,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,947.566,12.35826811,239.6974,-13.779528,8364.7059,-6762.5019,2367,249.7979,178.1202,2367,249.7979,0.277,0.17,0.325,0.772,138.7448,241.7485,1.7424,-1.4481,2.4815,2.6316,-15.9244,-20.8905,24.5066,45.9419,4437.61,0.4765,5.9859,-2.6723,0.9632,11.2735,2574,271.6433,-12.8205,-3.0093,-5.8441,0.4066
DOHgtUwxjc5yL7EC736U,10/25/23,9:52:52,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,947.199,12.1062996,237.1549,-14.1732288,6542.2886,-6293.5783,2266,239.2317,179.0979,2263,238.9149,0.259,0.201,0.317,0.777,129.7275,238.6189,1.8394,-1.3491,2.4562,2.595,-13.6936,-16.2403,24.1215,46.4075,4480.85,3.5489,4.6587,3.1179,6.8563,8.9037,3622,382.3906,9.7184,18.1586,30.723,0.3957
YNWHpn3ucSDYxshOK723,10/26/23,11:47:25,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,960.991,11.39763816,233.4559,-13.05905554,8163.6364,-6955.688,2307,240.0647,175.4552,2307,240.0647,0.287,0.165,0.323,0.775,135.4905,235.3514,1.737,-1.393,2.3832,2.5426,-14.9492,-18.9205,23.207,44.7943,4388.07,0.8143,8.7491,10.4677,1.5716,16.0666,3261,339.3372,17.5713,7.1643,13.3812,0.3735
HWLC6CFTVl2ih3RgdR52,10/26/23,11:47:17,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,961.485,10.14566962,220.3927,-13.46063035,5570.7317,-6145.8301,2101,218.5161,171.5217,2099,218.3081,0.263,0.205,0.321,0.789,124.7746,221.7758,1.7774,-1.2777,2.2487,2.4132,-12.7686,-16.8991,21.3347,41.429,4060.49,4.298,7.8966,4.2032,8.2421,14.6234,3241,337.0827,15.6433,6.1841,11.6613,0.3266
Bf9iZAcnGaEWOjQFWCN6,10/26/23,9:49:35,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,947.304,12.03543346,236.5016,-13.99212643,8403.7267,-6466.1642,2298,242.5832,175.2826,2298,242.5832,0.271,0.161,0.333,0.765,140.6026,238.6168,1.6971,-1.4684,2.4491,2.6145,-16.1078,-20.7588,23.9124,45.0654,4351.74,-1.3257,3.8571,18.9948,-2.7081,7.426,2737,288.9252,18.0124,-9.9102,N/A,0.3996
fkDc0TmwtPZKRT2oHEuX,10/26/23,9:49:26,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,951.612,11.58661454,233.0956,-13.10629963,7089.3855,-6683.1931,2225,233.8138,176.1933,2219,233.1833,0.29,0.179,0.322,0.791,129.5435,234.5659,1.8107,-1.3411,2.4029,2.5568,-14.065,-17.9934,23.469,44.4392,4310.79,3.7305,3.677,6.6982,7.1815,7.0842,2781,292.241,6.2927,14.171,N/A,0.3721
af4Yh72ptyQAhJKI8qJD,10/27/23,19:41:36,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,966.817,9.496063296,214.4027,-13.02362246,5502.3697,-6423.5132,2125,219.7934,169.5448,2125,219.7934,0.281,0.211,0.32,0.812,120.5726,216.2086,1.7932,-1.2322,2.1755,2.3714,-12.0282,-14.9819,20.876,40.565,3997.85,10.3516,11.5457,-2.8424,18.7994,20.6881,3119,322.605,22.9881,-6.8334,-12.8054,0.2971
hvC3ZvjcAiVRG5NnQFvp,10/27/23,15:47:31,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,964.229,11.01968539,230.3327,-14.11811069,7502.8571,-6325.439,2268,235.2138,171.5623,2268,235.2138,0.293,0.175,0.335,0.803,139.7229,232.2813,1.6624,-1.4319,2.3434,2.5144,-15.2978,-20.0121,22.4393,43.4964,4275.28,6.2525,8.5578,0.3808,11.7912,15.7476,2988,309.8849,10.9772,-14.8007,N/A,0.3486
dnqDXbcbJKvMlD3g2ORk,10/27/23,15:47:21,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,964.284,9.732283776,216.4599,-14.05118155,5679.6117,-5965.3961,2129,220.7856,166.7651,2129,220.7856,0.285,0.206,0.337,0.828,119.2465,218.0148,1.8283,-1.2194,2.2021,2.4073,-12.1206,-14.7988,20.6847,41.1396,4043.86,15.9309,15.6365,12.8205,27.4911,27.0367,4185,434.0008,-1.1231,6.3948,12.0249,0.2985
23L6TwPBbz3yeUT3MrGl,10/29/23,13:44:27,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,974.235,9.425197152,215.2437,-12.89763821,6259.6685,-6429.0985,2106,216.1696,167.6972,2103,215.8617,0.325,0.181,0.327,0.833,113.016,216.7052,1.9175,-1.1432,2.1674,2.3701,-11.4106,-15.1035,20.5856,40.4528,4017.39,15.2314,13.9624,-6.2665,26.4982,24.484,2153,220.9939,49.6516,39.536,56.663,0.2874
OhLczkfPu8yW1bdB3NFP,10/29/23,13:44:18,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,975.89,7.759842768,195.6272,-11.59055155,4046.9484,-6233.576,1835,188.0335,158.8222,2056,210.6795,0.333,0.213,0.342,0.888,88.6934,197.2276,2.2237,-0.8981,1.9665,2.2121,-8.2049,-10.0597,17.6169,39.0934,3888.98,9.4683,24.85,-12.761,17.3522,39.7618,2795,286.4052,59.4991,23.4079,37.9396,0.222
ZfWHxSeI4CQKSTrel3sP,10/29/23,9:46:38,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,957.535,10.17322867,219.776,-13.93307131,6140.7035,-6136.5423,2172,226.8324,166.1711,2172,226.8324,0.272,0.199,0.348,0.819,127.933,221.5688,1.7319,-1.3196,2.2516,2.433,-13.5658,-17.7807,21.1974,39.9109,3895.62,14.0704,10.7338,-1.8003,24.7164,19.369,3469,362.2844,22.1101,-3.82,N/A,0.3155
ojSVFHEqdtag26gspujZ,10/29/23,9:46:25,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,955.641,9.5472444,212.4949,-13.30708704,5925.5319,-6107.2121,2064,215.9807,163.7178,2064,215.9807,0.339,0.188,0.35,0.877,107.466,214.1412,1.9926,-1.1105,2.1813,2.3925,-10.9573,-13.8835,20.3154,40.8102,3975.53,15.9866,17.0349,3.0521,27.6024,29.0931,2526,264.3252,23.9905,14.0703,24.6772,0.2765
PhnlmNfg2tdK9awoZdJj,11/7/23,12:25:10,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,954.874,9.913386144,216.3641,-13.0905516,5271.7949,-5958.3941,1981,207.4619,168.633,1981,207.4619,0.342,0.195,0.331,0.868,103.0286,217.9022,2.115,-1.0647,2.2228,2.3991,-10.1595,-12.7233,20.5451,41.6753,4056.54,10.4271,8.6308,-22.179,18.9796,15.8616,2785,291.6615,39.6768,-43.0911,N/A,0.2901
ZoCtLBV06AtPXYllDAuk,11/7/23,12:24:57,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,953.281,7.767716784,191.1898,-11.43307123,3496.0317,-6316.5127,1834,192.3882,161.5817,2085,218.7183,0.323,0.252,0.327,0.902,90.5162,192.8691,2.1308,-0.9392,1.9675,2.1909,-8.3595,-10.3079,17.5737,39.2051,3809.73,13.5807,24.6294,3.0647,23.9375,39.4793,2934,307.7791,59.7819,22.6733,36.9801,0.2187
gaixE5HaHer4rnLGFm86,11/7/23,9:02:56,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,936.7,9.5472444,208.2842,-13.48031539,5018.5185,-5882.373,2014,215.0101,164.6539,2014,215.0101,0.302,0.216,0.345,0.863,112.3078,209.931,1.8692,-1.1839,2.1813,2.3979,-11.5433,-14.2959,20.4949,40.2185,3840.23,14.1399,8.8442,-2.583,24.8203,16.2507,3090,329.8815,20.8414,7.7155,14.326,0.281
JuLXOVI5G3v807LVdIuK,11/7/23,9:02:46,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,937.106,8.665354608,198.509,-12.98425238,4628.4404,-5893.6957,1944,207.4472,162.0148,1944,207.4472,0.316,0.218,0.343,0.877,98.4614,200.2921,2.0342,-1.0399,2.0781,2.3131,-9.8533,-11.74,19.0866,39.6001,3782.82,16.0382,16.4544,11.7939,27.6532,28.2507,2642,281.9318,30.5072,22.6636,36.9551,0.251
GFYivwitWxUwNrQjCs8e,11/8/23,12:13:33,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,940.19,11.47244131,229.1446,-13.71259886,6978.3784,-6388.1984,2225,236.6543,176.9484,2225,236.6543,0.279,0.185,0.318,0.782,128.6938,231.1581,1.7962,-1.3543,2.3909,2.5347,-14.3468,-19.1846,23.1267,44.4279,4257.96,6.8254,3.6264,-4.5701,12.8211,6.9953,3277,348.5466,17.6076,9.2414,16.9188,0.3726
sVl8FUlquDxbEEMnTOX0,11/8/23,12:13:24,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,940.228,10.76771688,222.0275,-12.08661456,5629.4416,-6676.5971,2050,218.0322,173.6097,2047,217.7132,0.536,0.197,0.321,1.054,111.1716,223.1723,2.0075,-1.1623,2.3166,2.4629,-11.27,-14.5439,21.6027,44.1722,4233.64,12.0157,12.9225,7.1235,21.4678,22.8695,3641,387.2465,5.4655,9.8364,17.9113,0.2595
DsmJrU1WS8iHMEg3MInR,11/8/23,9:56:38,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,931.302,12.00393739,232.2008,-14.4685044,8503.1056,-6263.2759,2302,247.1808,176.9645,2295,246.4292,0.284,0.161,0.324,0.769,138.6089,233.3687,1.6836,-1.4629,2.4459,2.5934,-16.1959,-22.0145,23.9968,44.4793,4222.60,5.7227,3.1889,-0.2191,10.8499,6.1707,2824,303.2314,31.0907,12.4505,N/A,0.3965
FIzaOaKzDUyRQn6Aqfc6,11/8/23,9:56:29,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,931.692,11.03149642,222.6747,-13.42913429,6054.0541,-6022.2582,2054,220.4591,171.2527,2049,219.9225,0.286,0.185,0.336,0.807,120.0805,224.0675,1.866,-1.2695,2.3446,2.5533,-12.8147,-16.4895,22.3126,45.4832,4319.71,5.8958,10.5662,6.4286,11.133,19.1029,2891,310.2957,56.4165,9.182,N/A,0.3472
UxVQTCEUVRrY47jEn2zK,11/9/23,21:19:17,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,962.69,11.73228384,237.2864,-13.34252011,9174.1935,-7019.3146,2379,247.12,179.3083,2379,247.12,0.299,0.155,0.312,0.766,137.7566,239.3842,1.7377,-1.4157,2.418,2.5832,-15.8786,-22.8272,24.3331,44.8726,4403.50,0.0601,3.4783,-4.5007,0.1424,6.7005,3336,346.529,18.0456,12.1526,21.6904,0.389
pDsYgSGeEFftfevTVp2Y,11/9/23,21:19:05,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,961.71,11.74409486,237.1505,-12.93307128,5827.4112,-6417.6764,2108,219.1929,180.3553,2106,218.9849,0.4,0.197,0.307,0.904,113.9266,238.2805,2.0915,-1.1642,2.4191,2.5646,-11.4713,-14.5179,23.8043,45.7737,4487.36,10.6458,2.3771,-4.7038,19.2903,4.661,3488,362.6873,12.3853,-1.045,-2.072,0.3299
gMy8XLYOE8qOSdOQjIAe,11/9/23,16:48:55,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,955.186,10.7755909,225.6552,-13.85433115,9263.5135,-6618.8191,2329,243.8269,174.6561,2323,243.1987,0.309,0.148,0.317,0.774,136.2015,227.2035,1.6681,-1.4052,2.3175,2.4816,-15.8066,-22.9102,22.7616,42.2923,4117.95,3.2164,5.3524,-1.3858,6.2542,10.1531,2820,295.2305,2.0567,4.0696,7.8246,0.3537
lLtoNRIxoRQjsHTwFB88,11/9/23,16:48:44,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,954.94,11.51968541,233.2519,-12.61023662,8113.2075,-6990.4603,2239,234.465,176.2653,2239,234.465,0.284,0.159,0.321,0.764,127.797,234.8843,1.8379,-1.3201,2.3962,2.551,-14.1963,-19.8712,23.5278,43.6308,4247.17,9.3214,4.4515,7.7519,17.0591,8.5343,3353,351.1215,5.3982,12.6534,22.4667,0.383
hq7PsQ7hwn2WEZKNasuj,11/11/23,20:10:49,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,951.088,11.50393738,232.1278,-12.57480355,6268.1564,-6487.591,2072,217.8558,176.7242,2072,217.8558,0.35,0.179,0.319,0.848,107.9182,233.7989,2.1664,-1.1209,2.3943,2.555,-11.151,-15.2121,23.322,44.5337,4317.58,9.2198,-1.3257,-10.1604,16.9487,-2.6063,3489,366.843,10.2322,-16.6981,N/A,0.3446
rIEeF9H7ApHWOB8JrYvK,11/11/23,20:10:41,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,951.616,10.50393734,221.9337,-12.82677206,6147.541,-6359.7714,2072,217.7349,170.8497,2072,217.7349,0.302,0.183,0.33,0.815,114.3283,223.5162,1.955,-1.1854,2.2879,2.5128,-11.8251,-15.439,22.1027,44.27,4294.40,5.1197,9.7764,-16.9778,9.8191,17.782,3187,334.904,57.6404,19.985,33.3179,0.3273
GuPTL2cIavZIBxUEIsxu,11/14/23,12:06:43,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,941.039,11.25984288,227.2383,-13.64173272,5771.5736,-5999.912,2079,220.926,173.6554,2075,220.501,0.273,0.197,0.328,0.798,121.3898,228.3717,1.8813,-1.2676,2.3689,2.5463,-12.5489,-15.8049,22.7795,44.2842,4248.03,7.5683,1.2436,-2.3747,14.1037,2.4755,4559,484.4645,-1.4696,0.855,1.7686,0.3584
RkPvBOHT5XHrsyA4HPLr,11/14/23,12:06:32,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,939.464,11.33858304,227.6453,-13.0433075,5014.218,-6006.9415,1990,211.8229,175.6868,2011,214.0582,0.297,0.211,0.321,0.829,115.0441,229.2251,1.9925,-1.2084,2.3771,2.5352,-11.8051,-14.5504,22.6676,45.073,4316.46,15.4591,3.0054,-11.3422,26.847,5.848,3743,398.4187,12.156,11.5871,20.7705,0.3474
L0uMgW0AdPdAxNKUzVJT,11/14/23,9:02:37,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,938.739,11.318898,227.2547,-14.03543352,6123.0769,-5986.3188,2134,227.3262,171.4137,2127,226.5806,0.293,0.195,0.339,0.827,121.8979,228.315,1.873,-1.2754,2.3749,2.5404,-13.0462,-16.9441,22.6363,43.3958,4152.63,5.081,2.2427,-4.8576,9.7053,4.3933,2364,251.8272,-3.1303,11.5191,20.6547,0.3476
B1VAaKBZIRFurBCcDoi1,11/14/23,9:02:27,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,938.21,10.42519718,217.9988,-13.68503981,5307.6923,-5852.1636,2034,216.7958,169.0946,2034,216.7958,0.288,0.208,0.337,0.833,116.6438,219.4682,1.8815,-1.2255,2.2794,2.4683,-11.9804,-14.8111,21.269,43.0453,4116.77,11.2161,14.1011,13.0435,20.1646,24.7132,2530,269.6624,38.5771,4.3016,8.2482,0.3179
54Y1jRXaGubVS6MkSzKc,11/15/23,12:09:52,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,943.244,11.38189013,228.9789,-13.93307131,7047.1204,-6453.803,2284,242.1431,173.8642,2284,242.1431,0.488,0.191,0.33,1.009,121.7209,231.048,1.8982,-1.2779,2.3814,2.5588,-13.5004,-17.4752,23.0853,44.5548,4284.00,3.9077,1.4627,2.2288,7.5282,2.8882,3528,374.0284,6.576,-15.4023,N/A,0.2865
Dv4uF9Bfku6Sqc3UaHoE,11/15/23,12:09:42,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,943.519,11.38189013,229.0633,-13.25984294,7613.0952,-6583.0173,2217,234.9714,177.995,2217,234.9714,0.286,0.168,0.312,0.766,117.3083,230.6966,1.9666,-1.2271,2.3816,2.5466,-12.9242,-17.0307,23.5276,44.8002,4308.85,12.9306,1.6936,-0.5473,22.9492,3.351,3078,326.2255,0.3899,3.1345,6.0846,0.3774
Li0DtUsPnBMvB4x5brbt,11/15/23,9:49:03,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,937.513,12.04330747,234.1168,-14.31102408,6507.9365,-5945.3031,2161,230.5035,173.7698,2161,230.5035,0.294,0.189,0.34,0.823,124.13,236.2116,1.9029,-1.3113,2.4498,2.6043,-13.5983,-17.1375,23.4997,44.161,4220.34,11.7905,4.4324,-4.7154,21.148,8.501,2234,238.29,12.5336,14.6967,25.6367,0.3717
jQL15pIBAQ3nqCmDMbKj,11/15/23,9:48:54,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,936.347,12.4527563,237.7785,-14.11023667,6936.7816,-5988.1196,2146,229.1885,176.2629,2142,228.7613,0.29,0.174,0.333,0.797,134.3021,238.8509,1.7785,-1.4087,2.4912,2.6388,-14.7804,-19.6104,24.1685,45.892,4380.31,9.0819,2.8486,9.3621,16.6508,5.5677,3288,351.1519,4.0146,1.649,N/A,0.3969
CemyLqt6IHR5zx4QBNIY,11/17/23,20:36:39,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,946.913,11.59842557,232.0701,-13.72440989,6454.5455,-6167.0475,2150,227.0536,176.1621,2150,227.0536,0.29,0.187,0.323,0.8,130.3053,234.0046,1.7958,-1.3605,2.4042,2.5731,-13.8988,-17.8136,23.3718,45.7755,4418.49,16.4122,3.5733,6.5452,28.2248,6.9438,2817,297.493,4.8633,-11.6167,-20.8192,0.3683
qHpvF1bN6t6EZ0KmdNjV,11/17/23,20:36:25,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,946.952,11.31496099,229.221,-12.63779568,4029.0456,-5972.5498,1917,202.439,177.0942,2081,219.7577,0.282,0.241,0.314,0.837,102.3866,230.1751,2.2481,-1.0611,2.3746,2.5399,-9.8426,-11.984,22.6319,45.896,4430.31,16.1687,9.1191,16.5808,27.8357,16.7227,2925,308.8858,21.4359,16.9087,N/A,0.3434
BGECjxIvWZczUTxlVock,11/17/23,15:48:15,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,945.72,11.4685043,230.4503,-14.05511856,8796.0526,-6391.6491,2282,241.2976,174.7803,2276,240.6632,0.316,0.152,0.326,0.794,136.8396,231.6768,1.6931,-1.4227,2.3905,2.5647,-15.7485,-21.8132,23.5511,44.0771,4249.19,7.3565,3.1337,-7.5542,13.7669,6.0833,3176,335.8288,1.8892,6.3761,N/A,0.3668
ZkKDr3gOVNsHyi288vq7,11/17/23,15:48:04,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,944.858,11.59055155,231.4701,-13.78346501,6078.4314,-6233.1231,2182,230.9342,177.3,2180,230.7225,0.414,0.204,0.317,0.935,119.6675,232.607,1.9438,-1.2447,2.4032,2.5736,-12.423,-15.418,23.849,44.4384,4280.12,10.2085,4.608,7.5806,18.5349,8.8356,3682,389.6882,8.7452,17.7177,30.1135,0.3148
VXz5M186hENWSDgjMbcs,11/19/23,14:27:24,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,932.407,12.56692954,237.8688,-12.99606341,10133.8028,-7168.4316,2366,253.7518,182.4217,2361,253.2156,0.301,0.142,0.31,0.753,138.2712,239.3998,1.7314,-1.4615,2.5027,2.6472,-16.8215,-23.0105,25.4597,46.3594,4406.31,9.8295,4.7908,0.6254,17.9401,9.1515,3472,372.3696,3.9747,-26.2763,N/A,0.4239
L85n6NDPkIbELuYr2wb6,11/19/23,14:27:13,CJ0023,,Middle Blocker,Countermovement Jump,,POST MATCH,926.313,12.73228387,237.8706,-12.47244134,9302.6316,-7379.1068,2338,252.3985,184.562,2333,251.8587,0.257,0.152,0.304,0.713,131.9099,239.2798,1.814,-1.4024,2.5191,2.6787,-15.6245,-20.7291,25.7948,49.122,4638.37,6.9878,7.7628,-0.1414,13.0949,14.3957,3767,406.666,10.6451,7.7949,14.4666,0.4536
lt0qfS4EDUPjU5LL8Fya,11/19/23,9:50:32,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,936.438,10.42519718,217.5981,-13.04724451,7259.0361,-6449.3564,2137,228.2052,170.4518,2137,228.2052,0.352,0.166,0.331,0.849,108.8398,219.429,2.0161,-1.1498,2.2795,2.4484,-11.9523,-15.9846,21.9162,40.3996,3856.45,13.1722,1.0989,-1.2448,23.3295,2.2026,2395,255.7564,3.7161,-29.8568,N/A,0.3119
t5v3cNqdOppy5vGgpNMJ,11/19/23,9:50:22,CJ0023,,Middle Blocker,Countermovement Jump,,PRE MATCH,931.949,10.41732317,216.4641,-14.03543352,7461.0778,-6089.4465,2171,232.9527,169.5996,2171,232.9527,0.282,0.167,0.335,0.784,133.2445,218.3656,1.6388,-1.4131,2.2786,2.4589,-15.3118,-21.3952,22.0123,40.468,3844.46,9.1908,1.3449,-4.1734,16.8818,2.6629,2124,227.9095,16.7608,9.4205,17.2278,0.3375
ayi9xQ4OiKlh3EjwHQCB,11/20/23,11:49:30,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,935.791,11.29133894,226.2718,-13.4842524,6761.9048,-6467.5133,2215,236.6982,178.4324,2215,236.6982,0.273,0.189,0.309,0.771,130.793,227.8861,1.7423,-1.3785,2.372,2.535,-14.6006,-19.3934,23.6295,44.4256,4237.82,15.8725,5.2171,5.3208,27.4292,9.9433,2674,285.7476,7.4794,7.5435,14.0259,0.372
Erq5PjmdBT4JUuhRvhat,11/20/23,11:49:19,CJ0023,,Middle Blocker,Countermovement Jump,,POST PRACTICE,936.742,10.80314995,221.5407,-12.05118149,5880.2083,-6730.6759,2060,219.9111,179.2668,2060,219.9111,0.285,0.192,0.299,0.776,110.2975,223.0331,2.0221,-1.1612,2.3201,2.4987,-11.33,-14.4239,23.2525,43.5959,4162.91,11.1698,1.2709,-18.1577,20.1868,2.5184,3191,340.6488,12.6919,8.1635,15.0964,0.3535
7BkmOLQohH9lVZq1AaMJ,11/20/23,9:57:51,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,924.463,12.11811062,231.5666,-12.76377994,8130.9524,-7066.2599,2291,247.8195,178.8218,2288,247.495,0.275,0.168,0.318,0.761,128.9747,232.8503,1.8054,-1.3727,2.4573,2.6228,-14.5433,-18.2245,24.8901,44.5813,4201.20,5.6648,3.9439,-12.5915,10.8018,7.5723,3282,355.0169,20.1706,5.7761,10.9205,0.4044
E4hMDSCmnCHSyOeG1aSB,11/20/23,9:57:43,CJ0023,,Middle Blocker,Countermovement Jump,,Pre-Training,929.918,11.34252005,225.3723,-12.64173269,6508.0214,-6674.9303,2143,230.4504,178.1072,2143,230.4504,0.272,0.187,0.311,0.77,116.0858,226.9435,1.955,-1.2317,2.3775,2.5234,-12.5515,-16.0217,23.4746,43.6864,4141.16,12.5637,-0.9886,-7.9704,22.3904,-1.939,2763,297.123,5.3203,2.0323,3.9765,0.3742
