Name,Session ID,Types,Description,Session begin date (UTC),Duration (hh:mm:ss),Time (hh:mm:ss),Position,Acceleration Load (load | high),Acceleration Load (load | low),Acceleration Load (load | medium),Acceleration Load (load | very high),Acceleration Load (max.),Acceleration Load (time | high) (hh:mm:ss),Acceleration Load (time | low) (hh:mm:ss),Acceleration Load (time | medium) (hh:mm:ss),Acceleration Load (time | very high) (hh:mm:ss),Acceleration Load / min,Anaerobic Activity (time) (hh:mm:ss),High Intensity Effort/Min,Jump Load (J),Jump Load / min (J),Jump Load per mass (J/kg),Jump Load per mass / min (J/kg),Total Workload,Changes of Orientation,Changes of Orientation / min,Exertions,Exertions (high),Exertions (low),Exertions (medium),Exertions (very high),Exertions / min,Exertions / min (high),Exertions / min (low),Exertions / min (medium),Exertions / min (very high),Jumps,Jumps (high),Jumps (low),Jumps (medium),Jumps (very high),Jumps (very low),Jumps / min,Jumps / min (high),Jumps / min (low),Jumps / min (medium),Jumps / min (very high),Jumps / min (very low),Jump Height,mRSI
GC0012,233,Match,WSU,11/22/2023,9105,9046,Outside Hitter,15.39,372.81,67.12,2.68,5.73,59,8620,356,11,0.63,49,3.04,27158.52,180.14,807.42,5.36,458,10,0.07,41,4,10,27,0,0.27,0.03,0.07,0.18,0,122,18,9,6,26,63,0.81,0.12,0.06,0.04,0.17,0.42,,
GC0012,234,Match,Arizona,11/25/2023,6234,6213,Outside Hitter,14.22,280.13,39.68,2.15,5.86,58,5936,210,8,0.67,46,3.25,23790.95,229.75,707.3,6.83,336.18,12,0.12,38,4,13,21,0,0.37,0.04,0.13,0.2,0,96,23,3,5,23,42,0.93,0.22,0.03,0.05,0.22,0.41,,
GC0012,235,Practice,Monday (11/27),11/27/2023,7176,7149,Outside Hitter,24.43,371.45,65.65,1.25,5.38,110,6690,344,5,0.8,73,3.88,48343.25,405.73,1437.23,12.06,462.78,4,0.03,51,0,14,37,0,0.43,0,0.12,0.31,0,172,51,7,17,50,47,1.44,0.43,0.06,0.14,0.42,0.39,,
GC0012,236,Practice,Tuesday (11/28),11/28/2023,7523,7244,Outside Hitter,25.97,372.95,72.7,3.46,6.04,115,6747,368,14,0.81,90,3.93,48808,404.24,1451.05,12.02,475.09,7,0.06,72,2,17,53,0,0.6,0.02,0.14,0.44,0,170,55,7,8,52,48,1.41,0.46,0.06,0.07,0.43,0.4,,
GC0012,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Outside Hitter,4.83,198.03,16.6,0,4.92,23,4413,96,0,0.6,12,2.91,8611.45,114.01,256.02,3.39,219.46,0,0,8,0,3,5,0,0.11,0,0.04,0.07,0,39,10,3,13,0,13,0.52,0.13,0.04,0.17,0,0.17,,
GC0012,238,Match,Georgia,12/01/2023,5327,5312,Outside Hitter,12.57,241.21,42.01,1.85,6.03,50,5035,220,7,0.69,41,3.36,21617.28,244.17,642.68,7.26,297.63,9,0.1,38,4,13,21,0,0.43,0.05,0.15,0.24,0,91,19,5,9,20,38,1.03,0.21,0.06,0.1,0.23,0.43,,
GC0012,239,Match,BYU,12/2/23,5480,5435,Outside Hitter,12.17,251.91,45.55,2.1,6.04,50,5136,241,8,0.71,40,3.44,23404.46,258.37,695.81,7.68,311.73,3,0.03,34,1,13,20,0,0.38,0.01,0.14,0.22,0,100,24,8,3,20,45,1.1,0.26,0.09,0.03,0.22,0.5,,
GC0012,240,Practice,Monday (12/4),12/04/2023,7732,7685,Outside Hitter,22.7,401.24,64.72,1.24,5.36,98,7230,351,5,0.79,68,3.82,41714.92,325.69,1240.17,9.68,489.91,3,0.02,52,0,19,33,0,0.41,0,0.15,0.26,0,149,39,15,14,44,37,1.16,0.3,0.12,0.11,0.34,0.29,,
GC0012,241,Practice,Tuesday (12/5),12/05/2023,5302,5240,Outside Hitter,12.12,251.64,39.7,0.4,5.2,54,4971,214,1,0.72,34,3.48,24053.4,275.42,715.1,8.19,303.86,4,0.05,29,0,12,17,0,0.33,0,0.14,0.19,0,91,25,8,3,26,29,1.04,0.29,0.09,0.03,0.3,0.33,,
HP0021,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,4674,Middle Blocker,27.88,250.95,66.98,3.94,6.03,100,4301,255,14,0.75,73,4.49,39447.8,506.39,1234.32,15.84,349.76,2,0.03,75,18,6,51,0,0.96,0.23,0.08,0.65,0,131,47,7,38,38,1,1.68,0.6,0.09,0.49,0.49,0.01,,
HP0021,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Middle Blocker,17.4,439.96,73.85,3.06,5.86,57,6519,336,11,0.77,48,4.63,22269.31,192.98,696.81,6.04,534.27,3,0.03,41,15,0,26,0,0.36,0.13,0,0.23,0,76,32,10,15,18,1,0.66,0.28,0.09,0.13,0.16,0.01,,
HP0021,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,5745,Middle Blocker,19.67,289.04,81.89,1.08,6.2,78,5337,329,4,0.68,42,4.09,33465.87,349.51,1047.15,10.94,391.68,3,0.03,41,5,3,32,1,0.43,0.05,0.03,0.33,0.01,129,49,27,43,7,3,1.35,0.51,0.28,0.45,0.07,0.03,,
HP0021,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Middle Blocker,0.73,240.56,26.46,0.25,7.02,2,3838,140,1,0.67,2,4.04,0,0,0,0,268,3,0.05,2,0,0,1,1,0.03,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,,
HP0021,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,4996,Middle Blocker,17.47,320.65,63.08,1.63,5.81,68,4647,272,6,0.81,41,4.84,30560.98,367.02,956.25,11.48,402.83,1,0.01,41,9,5,27,0,0.49,0.11,0.06,0.32,0,106,62,13,20,11,0,1.27,0.74,0.16,0.24,0.13,0,,
HP0021,159,Practice,Day Before Scrimmage,08/18/2023,6011,5875,Middle Blocker,23.14,337.15,96.7,3.58,6.44,84,5384,395,11,0.78,62,4.7,31351.12,320.17,980.98,10.02,460.56,4,0.04,60,11,2,46,1,0.61,0.11,0.02,0.47,0.01,110,52,21,22,15,0,1.12,0.53,0.21,0.22,0.15,0,,
HP0021,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,5695,Middle Blocker,20.37,306.41,86.66,4.77,6.83,67,5256,358,14,0.73,57,4.41,25647.04,270.21,802.5,8.45,418.2,2,0.02,50,14,2,33,1,0.53,0.15,0.02,0.35,0.01,92,38,18,19,15,2,0.97,0.4,0.19,0.2,0.16,0.02,,
HP0021,161,Practice,Monday (8/21),08/21/2023,7917,7550,Middle Blocker,25.89,430.23,85.46,2,5.64,102,7086,352,7,0.72,63,4.32,39756.77,315.96,1243.99,9.89,543.57,13,0.1,68,6,6,56,0,0.54,0.05,0.05,0.45,0,137,71,12,37,16,1,1.09,0.56,0.1,0.29,0.13,0.01,,
HP0021,162,Practice,Tuesday (8/22),08/22/2023,7752,5391,Middle Blocker,29.51,355.02,89.6,2.42,5.87,120,4916,356,9,0.88,72,5.3,51556.03,573.8,1613.19,17.95,476.55,1,0.01,69,10,4,55,0,0.77,0.11,0.04,0.61,0,179,96,15,47,20,1,1.99,1.07,0.17,0.52,0.22,0.01,,
HP0021,168,Practice,Tuesday (8/29),08/29/2023,8575,7210,Middle Blocker,21.2,336.17,86.94,1.11,5.84,85,6776,351,4,0.62,49,3.71,33950.3,282.53,1062.3,8.84,445.41,2,0.02,57,5,11,41,0,0.47,0.04,0.09,0.34,0,115,66,8,25,15,1,0.96,0.55,0.07,0.21,0.12,0.01,,
HP0021,169,Practice,Wednesday (8/30),08/30/2023,8204,7167,Middle Blocker,27.02,364.94,95.03,0.42,5.2,104,6688,397,1,0.68,57,4.08,40182.96,336.4,1257.32,10.53,487.42,3,0.03,57,0,4,53,0,0.48,0,0.03,0.44,0,140,71,14,41,13,1,1.17,0.59,0.12,0.34,0.11,0.01,,
HP0021,173,Practice,Tuesday (9/5),09/05/2023,8216,5478,Middle Blocker,23.91,296.97,80.38,1.48,5.75,89,5064,326,5,0.73,48,4.41,35345.17,387.14,1105.95,12.11,402.73,3,0.03,44,6,7,31,0,0.48,0.07,0.08,0.34,0,122,61,13,34,14,0,1.34,0.67,0.14,0.37,0.15,0,,
HP0021,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Middle Blocker,27.44,285.47,84.27,2.14,6.04,104,4336,338,7,0.83,60,5.01,40361.45,505.89,1262.91,15.83,399.32,3,0.04,54,7,5,42,0,0.68,0.09,0.06,0.53,0,139,79,17,28,15,0,1.74,0.99,0.21,0.35,0.19,0,,
HP0021,181,Practice,Monday (9/11),9/11/23,8318,5733,Middle Blocker,27.62,335.6,88.49,2.89,5.67,102,5261,356,10,0.79,67,4.76,41747.25,436.92,1306.27,13.67,454.6,6,0.06,70,11,4,55,0,0.73,0.12,0.04,0.58,0,137,60,12,29,35,1,1.43,0.63,0.13,0.3,0.37,0.01,,
HP0021,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Middle Blocker,21.67,295.9,78,0.14,5.1,83,4875,318,1,0.75,36,4.5,35733.71,406.22,1118.11,12.71,395.7,0,0,28,0,7,21,0,0.32,0,0.08,0.24,0,126,70,15,29,10,2,1.43,0.8,0.17,0.33,0.11,0.02,,
HP0021,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:42,Middle Blocker,31.36,340.01,86.49,12.32,11.36,00:01:45,01:35:37,00:05:40,00:00:39,0.76,00:01:45,4.53,41996.18,404.91,1314.06,12.67,470.18,5,0.05,94,26,2,51,15,0.91,0.25,0.02,0.49,0.14,131,62,5,23,41,0,1.26,0.6,0.05,0.22,0.4,0,,
HP0021,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Middle Blocker,2.58,409.8,76.72,0.49,7.47,00:00:09,01:50:37,00:06:00,00:00:02,0.7,00:00:07,4.19,1230.38,10.53,38.5,0.33,489.58,4,0.03,9,2,1,4,2,0.08,0.02,0.01,0.03,0.02,5,2,3,0,0,0,0.04,0.02,0.03,0,0,0,,
HP0021,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:03:56,Middle Blocker,32.33,359.29,88.06,9.32,7.21,00:01:53,01:55:41,00:05:49,00:00:32,0.66,00:01:40,3.95,44568.24,359.57,1394.54,11.25,489,2,0.02,100,33,6,56,5,0.81,0.27,0.05,0.45,0.04,145,57,12,33,43,0,1.17,0.46,0.1,0.27,0.35,0,,
HP0021,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:34,Middle Blocker,26.2,348.57,125.77,2.57,9.22,00:01:41,01:35:34,00:08:37,00:00:10,0.8,00:01:06,4.77,37533.42,355.49,1174.42,11.12,503.11,16,0.15,72,9,9,50,4,0.68,0.09,0.09,0.47,0.04,145,60,31,50,2,2,1.37,0.57,0.29,0.47,0.02,0.02,,
HP0021,188,Practice,Monday (9/18),09/18/2023,8393,5751,Middle Blocker,16.76,293.97,50.05,3.07,6.2,62,5473,203,10,0.63,48,3.8,23754.04,247.83,743.26,7.75,363.85,1,0.01,46,13,4,29,0,0.48,0.14,0.04,0.3,0,72,27,2,12,31,0,0.75,0.28,0.02,0.13,0.32,0,,
HP0021,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Middle Blocker,2.1,394.74,74.59,1.32,7.28,00:00:09,01:38:15,00:06:09,00:00:04,0.76,00:00:10,4.52,2573.08,24.58,80.51,0.77,472.75,1,0.01,9,4,0,3,2,0.09,0.04,0,0.03,0.02,13,1,6,4,0,2,0.12,0.01,0.06,0.04,0,0.02,,
HP0021,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:11,Middle Blocker,22.49,346.88,96.03,2.01,6.6,00:01:26,01:24:56,00:06:45,00:00:07,0.84,00:00:56,5.02,31546.38,338.48,987.09,10.59,467.41,7,0.08,65,10,7,46,2,0.7,0.11,0.08,0.49,0.02,119,48,18,43,7,3,1.28,0.52,0.19,0.46,0.08,0.03,,
HP0021,192,Practice,Preseason Afternoon Practice 4,08/12/2023,01:43:25,01:43:16,Middle Blocker,14.85,388.2,73.52,2.66,6.35,00:00:48,01:36:51,00:05:25,00:00:09,0.77,00:00:43,4.64,19545.52,189.24,611.58,5.92,479.23,1,0.01,39,13,2,24,0,0.38,0.13,0.02,0.23,0,66,16,12,13,24,1,0.64,0.15,0.12,0.13,0.23,0.01,,
HP0021,193,Practice,Preseason Morning Practice 6,08/13/2023,02:47:43,02:38:00,Middle Blocker,27.92,484.36,74,3.56,5.97,00:01:42,02:30:57,00:05:05,00:00:12,0.62,00:01:09,3.73,42568.38,269.39,1331.96,8.43,589.84,3,0.02,69,16,3,50,0,0.44,0.1,0.02,0.32,0,143,64,10,36,31,2,0.9,0.41,0.06,0.23,0.2,0.01,,
HP0021,194,Practice,Preseason Afternoon Practice 5,08/13/2023,00:59:37,00:59:19,Middle Blocker,6.73,243.06,36.55,0.14,5.84,00:00:23,00:55:57,00:02:56,00:00:00,0.81,00:00:13,4.83,7900.56,133.16,247.21,4.17,286.47,2,0.03,16,1,6,9,0,0.27,0.02,0.1,0.15,0,30,15,3,9,1,2,0.51,0.25,0.05,0.15,0.02,0.03,,
HP0021,194,Practice,Tuesday (9/26),09/26/2023,6871,6083,Middle Blocker,34.23,365.56,98.9,3.05,6.43,139,5531,400,11,0.82,71,4.95,66070.39,651.69,2067.34,20.39,501.74,4,0.04,64,13,11,39,1,0.63,0.13,0.11,0.38,0.01,232,109,21,72,29,1,2.29,1.08,0.21,0.71,0.29,0.01,,
HP0021,195,Practice,Wednesday (9/27),09/27/2023,7084,6133,Middle Blocker,9.68,268.37,41.52,1.02,5.82,37,5910,181,4,0.52,22,3.14,16479.64,161.22,515.65,5.04,320.59,1,0.01,22,4,2,16,0,0.22,0.04,0.02,0.16,0,55,19,4,15,16,1,0.54,0.19,0.04,0.15,0.16,0.01,,
HP0021,204,Practice,Tuesday (10/10),10/10/2023,7534,7257,Middle Blocker,23.48,365.86,84.66,2.44,5.7,91,6798,358,8,0.66,50,3.94,45313.81,374.65,1417.87,11.72,476.44,3,0.02,47,10,6,31,0,0.39,0.08,0.05,0.26,0,155,63,12,49,30,1,1.28,0.52,0.1,0.41,0.25,0.01,,
HP0021,205,Practice,Wednesday (10/11),10/11/2023,8473,7998,Middle Blocker,25.76,436.99,88.19,3.7,6.16,101,7516,367,12,0.69,65,4.16,43438.94,325.87,1359.2,10.2,554.65,6,0.05,65,14,7,44,0,0.49,0.11,0.05,0.33,0,148,62,11,47,27,1,1.11,0.47,0.08,0.35,0.2,0.01,,
HP0021,208,Practice,Tuesday (10/17),10/17/2023,7865,7562,Middle Blocker,27,391.51,100.88,1.05,5.95,103,7046,412,4,0.69,52,4.13,40804.95,323.76,1276.79,10.13,520.43,6,0.05,47,5,4,38,0,0.37,0.04,0.03,0.3,0,144,78,12,39,12,3,1.14,0.62,0.1,0.31,0.1,0.02,,
HP0021,209,Practice,Wednesday (10/18),10/18/2023,7245,6894,Middle Blocker,19.39,280.36,54.66,2.77,5.86,87,6512,284,11,0.64,64,3.11,38797.34,337.67,1213.97,10.57,357.17,4,0.03,47,5,5,37,0,0.41,0.04,0.04,0.32,0,142,35,13,26,45,23,1.24,0.3,0.11,0.23,0.39,0.2,,
HP0021,214,Practice,Tuesday (10/24),10/24/2023,8322,8153,Middle Blocker,22.85,282.28,59.15,2.84,6.06,102,7751,289,12,0.56,73,2.7,37277.74,274.34,1166.42,8.58,367.13,10,0.07,59,8,16,35,0,0.43,0.06,0.12,0.26,0,129,60,4,17,30,18,0.95,0.44,0.03,0.13,0.22,0.13,,
HP0021,215,Practice,Wednesday (10/25),10/25/2023,7413,7385,Middle Blocker,18.24,273,47.8,0.15,5.27,89,7050,245,1,0.57,54,2.76,33712.33,273.9,1054.86,8.57,339.2,4,0.03,19,0,6,13,0,0.15,0,0.05,0.11,0,116,78,6,12,11,9,0.94,0.63,0.05,0.1,0.09,0.07,,
HP0021,216,Practice,Thursday (10/26),10/26/2023,5672,5614,Middle Blocker,18.55,237.05,53.1,2.14,5.85,81,5247,277,9,0.69,58,3.32,32613.03,348.55,1020.46,10.91,310.84,3,0.03,43,6,11,26,0,0.46,0.06,0.12,0.28,0,116,48,3,21,26,18,1.24,0.51,0.03,0.22,0.28,0.19,,
HP0021,219,Practice,Tuesday (10/31),10/31/2023,8355,8333,Middle Blocker,24.34,289.3,63.45,3.69,6.14,107,7896,314,16,0.57,77,2.74,45421.14,327.05,1421.23,10.23,380.78,3,0.02,55,8,9,38,0,0.4,0.06,0.06,0.27,0,163,67,12,33,34,17,1.17,0.48,0.09,0.24,0.24,0.12,,
HP0021,220,Practice,Wednesday (11/1),11/01/2023,7874,7858,Middle Blocker,23.39,274.71,57.59,2.65,6.26,109,7458,280,12,0.57,76,2.74,42209.19,322.29,1320.73,10.08,358.35,3,0.02,54,6,8,40,0,0.41,0.05,0.06,0.31,0,148,55,12,37,34,10,1.13,0.42,0.09,0.28,0.26,0.08,,
HP0021,223,Practice,Tuesday (11/7),11/07/2023,9574,8705,Middle Blocker,15.79,285.79,61.52,3.81,6.35,76,8298,317,15,0.52,54,2.53,33120.98,228.28,1036.36,7.14,366.91,2,0.01,33,13,2,18,0,0.23,0.09,0.01,0.12,0,122,33,5,28,31,25,0.84,0.23,0.03,0.19,0.21,0.17,,
HP0021,227,Practice,Tuesday (11/14),11/14/2023,8926,8460,Middle Blocker,20.76,286.8,58.22,3.46,6.72,93,8062,291,14,0.54,71,2.62,35186.39,249.55,1100.98,7.81,369.24,0,0,52,10,8,34,0,0.37,0.07,0.06,0.24,0,113,36,4,18,45,10,0.8,0.26,0.03,0.13,0.32,0.07,,
HP0021,228,Practice,Wednesday (11/15),11/15/2023,7299,7253,Middle Blocker,13.47,256.46,50.5,1.14,5.83,63,6914,270,5,0.55,42,2.66,25539.81,211.28,799.14,6.61,321.58,2,0.02,28,3,7,18,0,0.23,0.02,0.06,0.15,0,102,33,5,18,18,28,0.84,0.27,0.04,0.15,0.15,0.23,,
HP0021,232,Practice,Monday (11/20),11/20/2023,5344,5225,Middle Blocker,9.9,140.48,25.49,2.08,6.18,46,5043,128,8,0.42,38,2.04,17925.14,205.84,560.88,6.44,177.95,2,0.02,27,5,2,20,0,0.31,0.06,0.02,0.23,0,59,23,0,9,19,8,0.68,0.26,0,0.1,0.22,0.09,,
HP0021,235,Practice,Monday (11/27),11/27/2023,7176,7133,Middle Blocker,14.87,219.75,52.45,1.34,5.94,65,6796,267,6,0.5,44,2.43,25619.28,215.49,801.63,6.74,288.4,2,0.02,37,2,7,28,0,0.31,0.02,0.06,0.24,0,106,21,12,16,27,30,0.89,0.18,0.1,0.13,0.23,0.25,,
HP0021,236,Practice,Tuesday (11/28),11/28/2023,7523,7241,Middle Blocker,16.35,216.46,41.78,2.68,6.41,74,6949,208,10,0.47,55,2.3,29862.65,247.43,934.4,7.74,277.28,2,0.02,42,4,9,29,0,0.35,0.03,0.07,0.24,0,104,41,6,15,27,15,0.86,0.34,0.05,0.12,0.22,0.12,,
HP0021,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Middle Blocker,11.79,181.1,30.82,0.54,5.77,57,4301,172,2,0.61,32,2.97,27243.48,360.68,852.45,11.29,224.25,4,0.05,28,2,8,18,0,0.37,0.03,0.11,0.24,0,117,26,7,24,22,38,1.55,0.34,0.09,0.32,0.29,0.5,,
HP0021,240,Practice,Monday (12/4),12/04/2023,7732,7685,Middle Blocker,8.87,206.2,26.61,1.53,6.57,39,7502,138,5,0.39,29,1.9,14149.81,110.47,442.75,3.46,243.21,2,0.02,26,3,7,16,0,0.2,0.02,0.05,0.12,0,52,15,0,3,18,16,0.41,0.12,0,0.02,0.14,0.12,,
HP0021,241,Practice,Tuesday (12/5),12/05/2023,5302,5240,Middle Blocker,4.71,128.36,13.2,2.04,6.61,19,5138,76,6,0.35,18,1.7,7237.05,82.87,226.45,2.59,148.31,3,0.03,14,5,2,7,0,0.16,0.06,0.02,0.08,0,31,6,1,3,7,14,0.35,0.07,0.01,0.03,0.08,0.16,,
JR003,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,5349,Libero,3.76,313.32,38.83,0,4.53,18,5150,191,0,0.67,11,3.99,6639.65,74.48,218.02,2.45,355.9,0,0,3,0,1,2,0,0.03,0,0.01,0.02,0,32,0,4,25,0,3,0.36,0,0.04,0.28,0,0.03,,
JR003,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Libero,3.9,399.41,44.02,0,4.56,22,6684,216,0,0.65,11,3.88,10197.46,88.37,334.84,2.9,447.33,0,0,4,0,0,4,0,0.03,0,0,0.03,0,51,0,16,31,0,4,0.44,0,0.14,0.27,0,0.03,,
JR003,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,6338,Libero,3.48,423.29,53.25,0,4.58,22,6061,259,0,0.76,12,4.54,9228.22,87.36,303.02,2.87,480.02,0,0,9,0,1,8,0,0.09,0,0.01,0.08,0,52,0,18,24,0,10,0.49,0,0.17,0.23,0,0.09,,
JR003,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Libero,3.37,208.92,15.37,0,4.47,17,3886,78,0,0.57,8,3.43,5152.23,77.61,169.18,2.55,227.67,0,0,5,0,5,0,0,0.08,0,0.08,0,0,25,3,6,13,0,3,0.38,0.05,0.09,0.2,0,0.05,,
JR003,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,5170,Libero,3.42,333.62,36.06,0,4.38,18,4964,185,0,0.72,8,4.33,6519.55,75.66,214.07,2.48,373.09,0,0,2,0,0,2,0,0.02,0,0,0.02,0,34,0,9,21,0,4,0.39,0,0.1,0.24,0,0.05,,
JR003,159,Practice,Day Before Scrimmage,08/18/2023,6011,5954,Libero,4.19,309.15,39.4,0,4.58,19,5743,190,0,0.59,9,3.55,7111.75,71.67,233.52,2.35,352.74,0,0,3,0,0,3,0,0.03,0,0,0.03,0,36,3,11,19,0,3,0.36,0.03,0.11,0.19,0,0.03,,
JR003,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,5153,Libero,3.27,292.64,40.75,0.59,5.88,12,4943,195,1,0.65,6,3.93,6595.23,76.79,216.56,2.52,337.25,0,0,3,1,1,1,0,0.03,0.01,0.01,0.01,0,38,0,19,13,0,6,0.44,0,0.22,0.15,0,0.07,,
JR003,161,Practice,Monday (8/21),08/21/2023,7917,7555,Libero,7.27,437.81,56.25,0,4.54,41,7234,278,0,0.66,20,3.98,16036.53,127.36,526.57,4.18,501.33,1,0.01,8,0,1,7,0,0.06,0,0.01,0.06,0,81,3,28,44,0,6,0.64,0.02,0.22,0.35,0,0.05,,
JR003,162,Practice,Tuesday (8/22),08/22/2023,7752,5769,Libero,4.37,363.25,43.76,0,4.54,24,5547,217,0,0.71,9,4.28,9945.17,103.43,326.56,3.4,411.38,0,0,2,0,0,2,0,0.02,0,0,0.02,0,50,0,15,31,0,4,0.52,0,0.16,0.32,0,0.04,,
JR003,173,Practice,Tuesday (9/5),09/05/2023,8216,5948,Libero,5.96,368.25,52.46,1.45,6.8,32,5667,255,2,0.72,15,4.32,11820.84,119.24,388.15,3.92,428.12,0,0,5,0,2,2,1,0.05,0,0.02,0.02,0.01,62,3,34,23,0,2,0.63,0.03,0.34,0.23,0,0.02,,
JR003,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Libero,5.31,276.99,43.3,0,4.47,24,4559,202,0,0.68,11,4.08,6640.73,83.23,218.05,2.73,325.6,0,0,2,0,1,1,0,0.03,0,0.01,0.01,0,34,0,12,21,0,1,0.43,0,0.15,0.26,0,0.01,,
JR003,181,Practice,Monday (9/11),9/11/23,8318,7308,Libero,3.95,431.19,52.27,0,4.46,19,7038,250,0,0.67,8,4,6199.88,50.9,203.58,1.67,487.4,0,0,4,0,3,1,0,0.03,0,0.02,0.01,0,32,3,13,13,0,3,0.26,0.02,0.11,0.11,0,0.02,,
JR003,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Libero,5.73,280.92,43.65,0,4.51,23,5057,196,0,0.63,10,3.75,5603.07,63.7,183.98,2.09,330.3,0,0,2,0,0,2,0,0.02,0,0,0.02,0,29,0,6,20,0,3,0.33,0,0.07,0.23,0,0.03,,
JR003,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:45,Libero,2.89,374.96,49.78,0,4.7,00:00:13,01:39:27,00:04:04,00:00:00,0.69,00:00:07,4.12,6811.29,65.64,223.65,2.16,427.62,0,0,8,0,0,8,0,0.08,0,0,0.08,0,37,0,14,18,0,5,0.36,0,0.13,0.17,0,0.05,,
JR003,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Libero,9.79,377.26,61.04,0,4.74,00:00:43,01:51:23,00:04:42,00:00:00,0.64,00:00:20,3.83,11729.54,100.37,385.15,3.3,448.09,0,0,16,0,1,15,0,0.14,0,0.01,0.13,0,56,0,10,42,0,4,0.48,0,0.09,0.36,0,0.03,,
JR003,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:04:03,Libero,4.28,477.42,65.98,0,4.6,00:00:19,01:58:25,00:05:19,00:00:00,0.74,00:00:08,4.41,6208.77,50.04,203.87,1.64,547.68,0,0,2,0,0,2,0,0.02,0,0,0.02,0,31,0,5,23,0,3,0.25,0,0.04,0.19,0,0.02,,
JR003,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Libero,5.94,359.81,48.35,0,4.56,00:00:27,01:33:24,00:03:59,00:00:00,0.7,00:00:12,4.23,10383.78,106.07,340.96,3.48,414.09,0,0,4,0,0,4,0,0.04,0,0,0.04,0,49,0,7,40,0,2,0.5,0,0.07,0.41,0,0.02,,
JR003,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:35,Libero,5.34,418.37,58.81,0,4.49,00:00:21,01:40:51,00:04:51,00:00:00,0.76,00:00:09,4.57,9209.15,87.22,302.39,2.86,482.52,0,0,1,0,1,0,0,0.01,0,0.01,0,0,50,0,14,26,0,10,0.47,0,0.13,0.25,0,0.09,,
JR003,188,Practice,Monday (9/18),09/18/2023,8393,6528,Libero,2.25,373.39,28.97,0,4.41,13,6360,153,0,0.62,6,3.72,5621.56,51.67,184.59,1.7,404.61,0,0,1,0,0,1,0,0.01,0,0,0.01,0,29,0,6,18,0,5,0.27,0,0.06,0.17,0,0.05,,
JR003,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Libero,5.65,393.48,44.3,1.26,5.89,00:00:28,01:40:22,00:03:45,00:00:02,0.71,00:00:15,4.25,10636.65,101.61,349.26,3.34,444.7,0,0,4,1,2,1,0,0.04,0.01,0.02,0.01,0,53,0,11,39,0,3,0.51,0,0.11,0.37,0,0.03,,
JR003,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:12,Libero,6.38,411.01,55.58,0,4.53,00:00:26,01:28:17,00:04:32,00:00:00,0.85,00:00:12,5.07,9342.14,100.24,306.76,3.29,472.97,0,0,5,0,0,5,0,0.05,0,0,0.05,0,45,1,4,33,0,7,0.48,0.01,0.04,0.35,0,0.08,,
JR003,191,Practice,Preseason Morning Practice 5,08/12/2023,02:16:33,01:48:55,Libero,4.45,309.68,43.14,0,4.59,00:00:21,01:45:08,00:03:31,00:00:00,0.55,00:00:11,3.28,8024.4,73.66,263.49,2.42,357.27,0,0,5,0,0,5,0,0.05,0,0,0.05,0,41,0,8,28,0,5,0.38,0,0.07,0.26,0,0.05,,
